payment_id,card_id,billing_cycle_start,billing_cycle_end,statement_balance,minimum_payment_due,payment_amount,payment_date,payment_method,payment_status,late_payment_flag,days_past_due
324,595,2005-07-30,2012-10-24,4900,186,3684,,bank transfer,Pending,1.0,0
325,7215,2009-06-30,1990-03-18,3912,196,780,2002-01-09,ACH,,1.0,5
326,7093,1971-09-09,1984-05-14,2177,65,196,,Debit Card,Pending,0.0,5
327,1722,1977-09-05,2000-10-12,4638,157,5409,,ACH,paid,,5
328,1196,1984-06-11,2000-03-19,919,21,1729,,ACH,paid,1.0,0
329,1347,1986-05-10,2017-08-18,4246,92,1289,1981-02-04,,,1.0,0
330,8473,1973-10-02,2004-03-27,1361,200,5672,,bank transfer,,0.0,10
331,6854,1971-07-17,1985-03-21,925,176,2714,,Bank Transfer,Paid,1.0,5
332,5771,1981-08-07,1972-02-06,1748,113,5357,2009-03-11,,Pending,,0
333,2155,2023-02-08,1977-06-26,1332,129,5441,1976-06-06,,,,30
334,2053,2026-02-05,1978-03-10,591,152,2016,2012-03-31,Bank Transfer,Paid,1.0,-3
335,12975,1980-08-15,1977-05-03,2785,95,4795,,Debit Card,Paid,0.0,5
336,15271,2022-12-04,1993-01-28,2650,131,2883,,Bank Transfer,,1.0,5
337,4544,2019-10-23,1995-02-11,1936,120,4309,,bank transfer,,1.0,0
338,14342,1975-09-05,2023-11-25,2099,55,3463,,Debit Card,paid,0.0,-3
339,11519,2021-04-27,2004-03-18,1597,26,3959,1990-10-08,Debit Card,,1.0,30
340,15038,1973-04-11,1996-07-17,2701,144,795,,Bank Transfer,,,30
341,9934,1977-08-18,1981-10-09,3766,99,4450,,,paid,0.0,-3
342,6868,2001-05-25,1974-01-23,727,176,2301,,Debit Card,Pending,0.0,5
343,1219,1977-01-17,1970-10-14,3930,159,4567,1987-04-06,,,0.0,30
344,4992,1990-01-28,1982-05-20,2473,24,2038,2007-09-20,Bank Transfer,paid,0.0,30
345,3815,2017-05-08,2015-03-03,1876,74,4560,,Bank Transfer,paid,1.0,10
346,1989,1997-08-03,2002-08-03,1281,83,597,,ACH,Paid,1.0,30
347,2658,1994-07-15,2006-02-13,1823,142,4164,,,Pending,1.0,5
348,8431,1982-01-24,2008-07-15,4632,27,2000,2010-04-01,ACH,Pending,0.0,-3
349,6842,2005-08-04,2013-08-14,3718,175,2909,1988-04-05,ACH,Pending,1.0,5
350,7518,1982-08-04,1997-06-14,3104,62,3008,,Debit Card,Pending,,0
351,358,1987-09-14,1989-11-08,1034,189,343,,,Paid,,-3
352,9016,1993-03-22,1990-12-12,3122,52,4956,,,Pending,0.0,5
353,15105,2015-09-23,2002-01-29,1514,149,5588,2023-07-13,ACH,Paid,1.0,5
354,5171,1994-05-31,1980-05-09,4181,27,2465,,ACH,paid,0.0,5
355,9087,1980-02-29,2002-03-17,4745,169,19,,Bank Transfer,Pending,1.0,0
356,3525,2009-09-17,2009-04-27,4175,176,1662,,ACH,paid,1.0,0
357,3246,2009-03-05,1970-10-15,2898,181,3826,,Debit Card,Pending,,5
358,11967,2012-03-16,2016-01-26,977,115,1850,,ACH,,,-3
359,9320,1971-05-11,1971-11-03,2612,144,5933,,Debit Card,Paid,0.0,5
360,13530,1996-03-08,1980-10-02,1347,106,4898,,ACH,Pending,1.0,10
361,1960,1973-05-31,1984-08-18,4288,56,596,,Debit Card,Paid,,10
362,15136,2019-05-09,1975-10-24,3461,56,2758,,ACH,paid,,5
363,7773,2015-01-08,2012-05-21,3944,84,2978,,Bank Transfer,Pending,1.0,30
364,15053,1981-04-28,1997-09-18,4455,49,5451,,ACH,Paid,1.0,5
365,10773,1979-09-19,1975-05-15,2904,137,2200,,,,0.0,30
366,5560,2003-03-11,2018-10-30,502,27,1542,1997-10-07,,Paid,0.0,10
367,5760,1988-04-23,2007-12-30,4777,64,2557,1997-10-07,Debit Card,paid,,5
368,11146,2004-06-29,2014-07-07,2269,82,2895,,Debit Card,Pending,,0
369,717,2023-10-05,1982-04-12,4754,111,1781,,Bank Transfer,Pending,,0
370,1872,2000-07-14,1971-04-03,4367,47,4920,2017-01-09,bank transfer,Paid,0.0,0
371,1252,2002-04-16,1974-04-10,641,28,1080,1988-03-30,,Pending,1.0,30
372,7179,1975-08-29,1971-11-26,1026,136,3585,,bank transfer,paid,1.0,10
373,6482,1974-07-29,1975-02-15,3654,167,5972,,Bank Transfer,paid,0.0,10
374,12505,2023-05-28,1988-09-29,982,172,1802,1982-04-15,ACH,paid,,-3
375,2671,1999-10-27,2012-07-03,4452,180,3417,1995-01-03,bank transfer,Pending,,30
376,9732,2003-01-19,1973-10-14,2122,57,3751,,ACH,paid,0.0,-3
377,3495,1984-08-25,1999-08-30,4938,152,2907,,bank transfer,,,0
378,12262,2002-10-10,1991-01-07,4532,84,4977,1974-06-27,,paid,,-3
379,79,1985-11-28,1989-01-11,1107,98,3390,,bank transfer,paid,1.0,30
380,4590,1999-11-20,1972-05-08,1111,156,3405,1974-09-30,bank transfer,Paid,1.0,0
381,6285,2020-01-22,2020-01-15,1281,51,3594,,Debit Card,Paid,0.0,-3
382,9089,1988-07-08,1988-10-16,4023,47,3301,,ACH,Pending,0.0,5
383,12472,1987-10-21,1985-05-15,4436,81,3229,,bank transfer,,,30
384,4925,2003-10-08,2013-08-18,2310,187,3341,,bank transfer,Pending,0.0,10
385,13481,1975-03-17,2006-10-21,4657,134,3655,,ACH,paid,,30
386,5822,1988-05-31,1990-05-19,1636,184,2840,2025-01-12,ACH,paid,0.0,0
387,3046,1982-04-04,2005-11-13,1337,66,2116,,bank transfer,,,30
388,11526,1985-06-11,1986-01-13,3661,102,1267,,Debit Card,Paid,1.0,30
389,7373,2016-09-10,1981-02-11,4245,116,5041,1994-04-23,Bank Transfer,Pending,1.0,0
390,8777,2006-03-30,1986-07-12,1775,54,3703,2024-09-29,ACH,paid,1.0,30
391,12950,1998-08-26,2000-05-05,4877,122,2664,,Debit Card,paid,0.0,5
392,6703,1992-09-08,2006-01-27,1817,143,1368,1993-05-02,Debit Card,paid,0.0,0
393,6500,1998-03-26,2024-01-23,3434,143,5736,,,Pending,1.0,5
394,1550,1980-05-31,2008-08-29,3843,32,4945,,Debit Card,,0.0,0
395,6789,1979-02-07,1999-01-03,1070,86,2537,,,paid,1.0,0
396,3628,1970-06-28,2009-11-02,1741,31,4151,1999-03-03,,,1.0,-3
397,8217,1977-12-19,2007-06-17,665,147,3546,1996-07-17,Bank Transfer,paid,0.0,-3
398,15261,2011-09-30,2018-09-21,2559,173,2760,1995-09-03,Bank Transfer,Pending,1.0,10
399,8201,2018-08-17,1975-04-25,1673,181,20,,ACH,Pending,0.0,30
400,5507,2008-01-26,2013-07-14,2575,164,471,,Bank Transfer,Pending,,5
401,911,2023-03-31,2000-05-13,3786,29,4352,,bank transfer,Paid,1.0,5
402,9714,2009-11-03,2014-04-20,2523,88,2009,,,Paid,,5
403,6669,2016-08-29,1971-01-07,2828,42,927,1996-03-13,Bank Transfer,Paid,,30
404,11562,2021-06-02,1981-05-12,4871,38,4720,,Debit Card,,1.0,30
405,12797,2002-11-17,1984-02-01,1380,147,214,,,Paid,1.0,10
406,7814,1978-09-22,2002-07-01,4169,36,3534,,Bank Transfer,paid,1.0,5
407,14688,2005-01-05,2002-04-02,3294,107,1609,,Bank Transfer,Paid,0.0,5
408,11230,2016-02-26,1987-07-11,2033,184,3005,2011-06-05,,,0.0,5
409,5202,1990-05-27,1992-05-08,4371,179,582,,Bank Transfer,paid,1.0,30
410,14026,2017-03-26,1978-03-21,4822,113,2769,,Debit Card,Paid,,5
411,320,1985-09-30,1999-01-11,4681,78,4461,1979-09-30,Debit Card,Paid,1.0,-3
412,14803,2014-01-06,1985-03-19,4372,140,1465,,bank transfer,Pending,,0
413,7992,2013-04-14,2001-06-17,1925,153,573,,ACH,paid,,5
414,11058,1992-07-26,1989-04-08,3921,194,4650,,ACH,paid,,-3
415,2508,1974-11-26,1975-04-16,604,120,4766,,bank transfer,paid,1.0,0
416,8930,1980-05-24,1983-08-07,2725,168,5582,,ACH,Paid,1.0,30
417,2288,2022-05-29,1984-06-21,4905,75,1006,,ACH,Paid,,10
418,12274,1993-09-19,1978-11-06,1480,176,3349,,Bank Transfer,Paid,,5
419,1137,2003-09-24,2012-12-28,2402,135,3179,,ACH,paid,0.0,-3
420,10575,2012-12-14,2006-02-27,1055,137,776,,bank transfer,Pending,,-3
421,7633,1979-02-12,1982-06-16,4215,140,642,,bank transfer,Paid,,5
422,4499,2019-08-25,2011-09-17,3100,169,1048,,Debit Card,,0.0,0
423,900,1987-09-29,2007-06-17,4891,85,4151,,bank transfer,,0.0,10
424,11032,2020-03-27,1977-02-22,3867,79,1270,,bank transfer,Pending,0.0,5
425,2102,2013-10-18,2012-08-28,2424,70,5925,2022-05-15,ACH,Pending,0.0,-3
426,8413,1973-05-21,1991-12-06,1528,141,4135,,,Pending,,0
427,10773,2002-03-15,1992-02-14,1376,35,5887,2000-06-02,bank transfer,Paid,1.0,30
428,3666,2015-09-12,2025-05-26,837,156,136,1994-11-22,Bank Transfer,,,30
429,2818,2025-10-28,1970-11-08,1805,183,4655,,Debit Card,,1.0,0
430,9597,2005-01-14,2007-09-20,3772,89,4392,2000-05-30,Bank Transfer,,0.0,30
431,6321,1991-05-17,2016-09-15,3080,76,2550,,ACH,paid,1.0,5
432,5561,2021-02-08,2016-10-19,3961,98,5557,1991-04-06,Bank Transfer,paid,1.0,5
433,10469,1978-01-10,1994-11-14,4822,100,3328,,Bank Transfer,,1.0,30
434,3586,1976-05-14,2019-06-10,1628,56,2413,2000-07-22,bank transfer,paid,0.0,-3
435,1561,2002-06-04,2005-08-20,3077,195,444,1979-08-30,ACH,paid,0.0,-3
436,4362,1992-05-28,2025-11-01,4112,62,3490,,,Paid,0.0,-3
437,3525,2019-03-03,1988-11-27,1749,162,2954,2000-02-29,bank transfer,,,0
438,1892,1978-01-02,2000-11-10,1157,198,1356,2026-02-20,Debit Card,Pending,,10
439,8437,2025-12-01,2007-07-29,1866,142,3266,,Debit Card,Pending,0.0,0
440,14350,1992-10-08,1973-01-14,3683,127,5391,,Debit Card,,1.0,5
441,9118,1981-08-16,1984-04-02,1305,38,1647,,ACH,Pending,0.0,10
442,1359,2007-02-26,2025-02-01,1861,94,564,,bank transfer,paid,,5
443,11350,2015-12-09,2010-02-04,3270,125,5884,,Debit Card,Pending,1.0,-3
444,9511,2016-09-04,2025-01-10,1251,40,2870,2010-05-09,Bank Transfer,Pending,0.0,0
445,12742,2025-02-25,1979-07-16,4263,199,5806,,ACH,Paid,1.0,10
446,530,1991-07-29,2003-06-09,2762,149,3786,,Bank Transfer,Paid,1.0,5
447,11014,1994-01-11,2023-07-23,2423,52,72,,bank transfer,Pending,0.0,5
448,10802,2018-04-30,1993-09-22,3386,22,2867,1996-08-07,,,,10
449,7781,2016-02-03,1983-08-02,1857,120,4284,,Bank Transfer,,0.0,30
450,15176,1981-10-02,1979-01-13,3684,173,167,,Debit Card,,1.0,10
451,10104,2000-12-14,2013-02-21,3999,60,4004,,Bank Transfer,Paid,0.0,5
452,8696,1982-03-03,1971-04-23,1626,40,3787,,,Paid,,10
453,13674,1987-03-06,2018-01-25,2227,79,2824,,ACH,paid,,5
454,14765,2018-01-31,2017-06-29,2282,192,1517,,ACH,Pending,0.0,0
455,2679,1992-02-01,1974-08-08,1696,167,5768,1976-06-22,ACH,Pending,1.0,0
456,12698,1987-02-20,1995-09-18,648,134,4078,1993-10-26,bank transfer,paid,1.0,5
457,14778,1971-11-25,1980-04-21,1037,70,1850,,Bank Transfer,,0.0,-3
458,82,1991-01-19,2011-09-01,3687,84,1083,,bank transfer,Pending,1.0,5
459,13998,1977-01-12,1998-07-10,3501,134,2096,2025-12-08,Bank Transfer,Pending,0.0,10
460,5314,2000-08-10,2001-08-27,2989,86,3071,1996-07-16,,paid,0.0,30
461,13507,2002-08-27,2010-10-06,3300,108,2573,,bank transfer,,0.0,-3
462,14374,2023-09-14,1970-05-20,4485,193,3186,,bank transfer,,,0
463,6359,1976-11-21,2023-02-08,926,91,4286,,ACH,Paid,0.0,-3
464,12121,2018-12-10,2021-11-28,3938,165,2347,,bank transfer,Pending,,5
465,12104,2002-01-07,1980-08-11,4811,63,2962,2023-11-29,,paid,,10
466,1812,1993-09-28,2014-07-14,2719,93,813,,ACH,Pending,1.0,30
467,1148,1987-12-18,2002-12-26,4796,108,1632,,Debit Card,Paid,,-3
468,7962,2017-12-27,2001-09-30,979,103,3359,,,Paid,0.0,5
469,7469,2022-07-10,2002-12-10,3019,79,5603,,Bank Transfer,paid,,30
470,4601,1998-05-03,1973-10-22,1448,117,3496,2007-08-31,Bank Transfer,,1.0,10
471,5330,1999-06-19,2013-07-26,1804,72,4636,,,paid,1.0,0
472,12523,1985-04-04,2001-06-03,4751,37,62,,bank transfer,paid,0.0,0
473,1206,1993-07-08,2023-12-30,4477,48,934,,,Paid,1.0,10
474,4166,1982-05-01,1973-03-26,4427,112,5474,,ACH,Pending,,30
475,5011,2025-12-21,1990-05-12,2609,115,3889,1970-01-25,Bank Transfer,,1.0,30
476,6881,2007-02-07,1972-05-24,1047,165,978,,,Pending,,10
477,9891,1971-07-05,1970-11-10,787,24,3768,1978-12-24,bank transfer,,0.0,5
478,2951,1982-07-16,2018-09-05,3136,141,5531,,Debit Card,Paid,,10
479,8189,1971-07-06,2019-11-13,2370,160,784,,Bank Transfer,paid,,30
480,13610,1972-03-10,2005-04-22,536,64,5518,,,paid,,0
481,5850,2003-05-30,2017-10-18,2489,145,4126,,Bank Transfer,paid,1.0,0
482,4168,1970-01-27,1978-10-06,1289,83,4261,,bank transfer,Paid,,-3
483,2054,2023-12-20,1978-11-09,2029,131,5156,,bank transfer,Pending,,30
484,14913,1980-08-19,1979-04-14,2425,138,2227,2025-01-20,ACH,Paid,0.0,30
485,14420,2011-07-11,1996-08-14,3775,174,4770,,ACH,Paid,1.0,30
486,2878,2012-07-03,1989-01-23,1419,199,1528,2020-04-28,Debit Card,Paid,1.0,10
487,5184,2024-10-25,2011-03-16,4389,196,4175,1972-06-29,Debit Card,Paid,,5
488,14496,2008-05-29,1978-01-14,1636,117,2688,1983-12-14,bank transfer,Paid,0.0,10
489,2606,1977-04-25,1983-12-02,3970,164,4430,1977-09-05,bank transfer,,,10
490,9179,2025-03-07,1983-01-08,4597,96,3497,1992-04-24,,,0.0,30
491,3767,2000-08-02,2022-07-30,2688,23,5695,,bank transfer,Paid,,30
492,986,1988-11-05,1981-10-08,4386,72,2987,1984-07-22,,Paid,1.0,0
493,8330,1990-12-29,2004-01-18,792,163,813,,,paid,,30
494,9112,2025-10-07,1997-12-04,4595,28,3830,,bank transfer,Pending,1.0,0
495,1532,2025-07-12,2001-06-15,1469,190,1591,2019-09-11,ACH,Paid,,-3
496,13446,2012-06-24,2014-12-08,2922,152,4157,,ACH,paid,0.0,-3
497,2272,2005-07-29,2007-06-01,1277,124,5935,,,paid,1.0,-3
498,8035,2013-07-26,1988-05-10,1268,101,963,2022-03-05,ACH,Pending,1.0,5
499,6030,2015-09-21,2016-08-16,4494,122,625,2009-07-20,Bank Transfer,Pending,,0
500,980,1994-06-24,2013-10-19,2784,70,195,,bank transfer,Pending,0.0,5
501,12363,1985-11-11,2004-05-05,1464,89,2800,,Debit Card,Pending,,0
502,10601,2014-10-20,2018-02-05,3706,92,3981,,bank transfer,paid,1.0,30
503,10896,2018-08-15,2013-10-19,4982,149,4799,1981-01-29,bank transfer,paid,0.0,-3
504,13685,2021-02-10,2024-05-24,3036,80,1817,,Debit Card,,1.0,10
505,11823,1990-02-16,2011-05-21,3800,197,5499,,Bank Transfer,Pending,,5
506,745,1994-10-08,1995-12-23,1979,166,2654,,,,,0
507,9507,2003-12-05,2012-04-05,752,40,969,1982-11-28,,,,10
508,614,1996-01-10,1991-02-25,2053,109,3944,,Debit Card,Pending,,5
509,9735,1976-06-28,1989-01-13,4642,168,4895,1985-02-02,bank transfer,Pending,,5
510,10370,2025-04-26,1975-09-23,4946,145,4866,,,paid,0.0,5
511,5601,2005-07-06,2000-08-04,2610,119,4069,,,,1.0,0
512,8144,2001-09-07,1974-02-07,4367,112,2408,,,,0.0,5
513,9478,1996-10-20,2010-05-21,2331,21,3038,2008-06-05,Bank Transfer,,0.0,30
514,10302,2005-05-04,1982-12-28,3654,60,4975,2004-03-08,Bank Transfer,Pending,0.0,30
515,9197,1976-09-18,1989-12-10,3814,55,4586,,Bank Transfer,Paid,0.0,30
516,8542,1976-09-21,1972-08-11,688,189,2225,1989-10-11,Bank Transfer,paid,1.0,5
517,6039,2016-10-07,2016-10-17,2343,47,304,,ACH,Paid,1.0,30
518,6434,2006-11-05,1999-02-23,3143,70,1027,,ACH,Paid,,30
519,4695,1980-06-10,1990-11-15,3496,116,3517,,Debit Card,paid,,0
520,9898,2007-05-31,2005-11-24,1331,22,5391,1998-10-10,ACH,,1.0,0
521,560,2023-02-14,2017-09-21,2737,71,4620,1986-02-12,,Paid,0.0,30
522,389,1993-03-30,1997-04-21,749,42,665,1987-11-09,ACH,Paid,1.0,10
523,9442,2011-05-11,2020-12-07,1805,175,1329,2016-09-04,Debit Card,Pending,1.0,10
524,3417,1981-09-14,1971-10-19,2424,112,4129,,ACH,paid,,-3
525,13285,2008-12-07,2004-08-06,4713,55,5884,,Bank Transfer,Pending,0.0,30
526,5384,1973-08-09,1995-08-06,1329,99,4327,,bank transfer,Paid,0.0,0
527,419,2022-02-24,1970-11-15,3548,74,5167,,Bank Transfer,,1.0,-3
528,1656,2013-09-02,2017-12-24,3119,41,1051,1971-10-11,bank transfer,Pending,,30
529,419,1982-03-17,2006-01-25,3292,91,4866,,Debit Card,paid,,10
530,4819,1979-12-30,1974-05-18,2131,31,5724,1979-11-05,bank transfer,Paid,,30
531,11487,1973-02-03,1998-12-26,3446,76,4594,,,Paid,,30
532,1672,2001-06-11,2000-01-13,4830,170,131,1971-08-09,,,0.0,10
533,5938,1995-08-15,2019-09-07,1092,135,2509,,ACH,Pending,,30
534,10477,2024-03-05,2021-04-17,2844,73,503,,bank transfer,paid,0.0,-3
535,1865,1992-03-27,1989-01-18,1495,93,279,,Debit Card,Pending,,30
536,11783,1986-09-17,2021-07-27,3470,152,3289,1984-11-17,Bank Transfer,Pending,0.0,0
537,11705,2024-10-08,1995-12-13,4094,119,5975,,ACH,paid,1.0,30
538,12798,1970-02-18,1988-12-11,892,191,3482,,Bank Transfer,Pending,,-3
539,144,2022-09-23,1976-02-04,4362,63,262,1972-07-28,ACH,paid,0.0,10
540,378,1971-10-25,2013-07-11,529,145,4227,,Bank Transfer,Paid,1.0,30
541,12648,2022-04-04,2021-08-27,1549,125,1923,2014-04-08,ACH,Pending,0.0,-3
542,11079,2005-01-13,2016-09-26,3970,113,2329,,Debit Card,Paid,,0
543,13035,1981-07-21,2007-04-25,3727,168,2341,,Debit Card,Paid,1.0,5
544,9911,2020-05-08,1974-07-22,4325,87,1440,,Bank Transfer,paid,,0
545,12646,2006-01-08,2008-03-27,3187,128,2280,2005-04-06,Debit Card,,1.0,5
546,5479,1990-10-07,2021-12-19,4739,140,200,,bank transfer,Paid,1.0,-3
547,12067,2006-04-05,1998-11-04,2283,199,2927,,Bank Transfer,paid,0.0,5
548,6787,1982-02-10,1972-08-09,1503,182,1642,,ACH,paid,0.0,10
549,14200,2023-04-24,1972-02-10,2382,73,2275,,ACH,,,30
550,3951,1981-07-02,2003-10-11,1987,189,5420,,Bank Transfer,Paid,1.0,5
551,14671,1974-01-12,1994-07-24,1380,142,4409,,ACH,,0.0,30
552,9152,2002-01-09,2022-12-29,4741,132,2377,,ACH,Pending,1.0,-3
553,856,1989-05-31,2000-09-19,2348,133,636,2018-10-14,,Paid,0.0,30
554,1349,2020-08-17,2003-08-14,1902,95,2312,1977-03-30,,paid,1.0,0
555,2604,1996-08-03,2020-10-14,3351,168,2576,,ACH,,0.0,30
556,8151,1993-11-26,1983-05-30,2159,191,3020,,Debit Card,,,0
557,6160,2017-11-06,1993-11-09,3422,111,1764,,Bank Transfer,Paid,0.0,30
558,4020,2013-10-03,1990-04-04,4436,55,3794,,,Pending,1.0,5
559,14019,1991-04-08,1979-04-19,965,167,2071,,Debit Card,,,-3
560,13835,1985-11-18,1992-12-15,4288,178,126,,,Paid,1.0,5
561,8763,2003-06-27,1992-06-04,1188,63,2876,,ACH,paid,0.0,-3
562,4337,2001-04-18,1985-06-20,2147,127,3183,2015-07-18,,Pending,0.0,10
563,7269,2020-02-04,1971-03-20,2864,54,4745,,Debit Card,paid,1.0,0
564,13237,2008-01-15,1998-06-12,572,126,3669,,,Pending,,0
565,10114,2007-09-01,2009-09-13,4559,148,1355,2007-08-13,ACH,,0.0,-3
566,11541,2008-06-19,2005-08-24,3214,144,1607,,ACH,Paid,,-3
567,5638,1980-04-17,1972-06-28,4321,29,5074,,Bank Transfer,Paid,1.0,30
568,4384,2007-11-21,2004-02-21,4556,108,4409,1979-05-01,,Paid,0.0,0
569,4637,1989-04-08,1984-01-05,4055,83,3010,1983-11-09,,Paid,,10
570,13682,2021-12-28,2010-05-06,3110,32,1360,,Bank Transfer,,1.0,5
571,7150,2007-09-18,2003-12-18,4543,52,798,,ACH,paid,0.0,-3
572,5505,2000-03-15,1980-12-22,2293,151,3604,,Debit Card,,1.0,-3
573,110,2018-10-20,1971-04-04,4976,33,1142,,ACH,paid,,30
574,3244,2023-01-07,1996-08-09,4801,62,5146,,ACH,Paid,1.0,5
575,4629,2020-09-08,1999-06-06,2277,135,1257,,Bank Transfer,paid,,30
576,7092,1999-05-11,2017-05-09,3138,34,3974,2004-07-12,bank transfer,,,30
577,11435,1999-08-25,1997-10-03,4805,140,2847,,ACH,Pending,1.0,-3
578,12636,1977-01-26,1984-01-05,2596,191,4069,,bank transfer,,1.0,-3
579,15269,1976-01-07,2010-01-15,3170,51,4881,2009-08-21,bank transfer,Paid,1.0,10
580,3016,2020-07-02,1993-07-30,4938,33,4167,,ACH,,1.0,5
581,15164,1988-08-23,1993-12-26,2987,160,4574,,ACH,Paid,1.0,30
582,1414,2000-09-04,1979-09-03,3412,136,2578,1986-10-05,ACH,Pending,,30
583,8813,2000-08-29,1980-03-03,2911,86,2382,,bank transfer,Paid,,10
584,1654,1979-09-03,2005-08-13,799,125,4557,,bank transfer,paid,1.0,0
585,12988,1975-02-10,2015-03-18,3372,90,5300,,Debit Card,Paid,,5
586,9108,1984-03-25,1994-05-31,4584,53,4168,,Bank Transfer,,,-3
587,5451,2022-10-28,2000-12-26,3558,81,2499,,Bank Transfer,,0.0,5
588,1093,2009-06-10,1994-09-20,3090,162,5948,1978-12-09,Bank Transfer,Paid,0.0,30
589,7930,2021-09-03,1978-10-22,3352,63,1722,,Bank Transfer,Pending,,10
590,1226,1974-04-25,2004-02-21,4633,167,5828,,ACH,Paid,,10
591,802,1995-08-12,2000-03-05,754,105,5762,2009-07-30,,,1.0,5
592,7170,2020-03-29,1992-07-01,3657,141,5444,2018-07-21,bank transfer,Pending,,30
593,7947,2010-12-06,1981-10-07,1996,22,1517,1994-11-15,,,,0
594,10098,2021-12-20,2010-05-21,2010,84,5000,,Debit Card,Paid,,5
595,7829,1993-12-17,1972-10-13,3016,134,1089,,,Paid,0.0,-3
596,10755,2011-07-03,1977-03-31,1327,31,3641,2012-09-03,Debit Card,Paid,,10
597,9383,2001-10-25,1978-04-27,1618,91,4334,1975-05-25,Bank Transfer,Paid,0.0,0
598,3230,1977-10-24,1997-06-14,3748,128,4328,,Bank Transfer,Pending,,0
599,12817,1971-10-18,1981-05-05,2859,166,4704,,Debit Card,Paid,0.0,5
600,7176,1984-02-10,2009-05-25,648,168,1229,,bank transfer,Paid,,10
601,158,2011-11-09,1971-11-22,1988,52,3414,,,Pending,,10
602,3804,2023-12-13,1999-06-03,4283,122,4322,,,Pending,0.0,30
603,8436,2002-03-03,2023-05-20,4683,132,3860,2006-07-21,Debit Card,Pending,0.0,5
604,14346,1971-04-03,1973-11-24,1265,31,2758,,bank transfer,paid,1.0,0
605,14164,2021-09-15,2019-12-07,1947,52,673,,,Pending,1.0,30
606,3633,2023-01-02,1970-10-13,4757,188,1739,,,Paid,,10
607,10178,1972-01-21,2011-09-03,2717,177,3639,1982-02-16,ACH,,0.0,30
608,9784,2018-12-06,2002-09-07,4181,168,187,,,paid,,10
609,14995,1993-11-23,1986-06-18,3960,44,2278,,Bank Transfer,,0.0,0
610,14925,1972-02-18,1996-08-15,4343,197,4104,1999-07-22,Debit Card,,0.0,10
611,4883,1979-07-10,2023-06-07,1733,136,1454,,Debit Card,Paid,1.0,30
612,2262,2021-10-13,1990-01-01,2215,88,445,,Debit Card,paid,,-3
613,10429,2003-06-05,1970-11-06,4816,134,1445,2012-10-23,bank transfer,paid,0.0,0
614,846,1970-11-22,2005-12-01,2377,53,2439,1975-05-02,ACH,paid,0.0,30
615,2481,1998-03-23,2022-10-20,4357,176,5770,,,paid,0.0,0
616,8657,1983-05-15,2014-09-29,4023,189,2732,,Bank Transfer,Paid,0.0,0
617,6382,1986-11-30,1991-01-29,2387,75,3452,,bank transfer,Pending,1.0,0
618,6533,2017-02-15,2022-01-27,4826,28,5294,2024-05-27,Debit Card,paid,1.0,5
619,7746,2022-02-14,1996-03-10,760,191,3725,2022-04-02,bank transfer,,0.0,5
620,12920,2014-06-29,1977-11-15,4351,120,636,,Debit Card,,0.0,30
621,890,2002-10-31,1985-08-30,1350,193,4155,,Bank Transfer,Pending,,30
622,8381,1989-12-22,1980-07-14,4205,116,3421,,bank transfer,,0.0,30
623,13641,1985-08-01,2023-06-23,1635,101,3109,,ACH,paid,0.0,-3
624,11327,1974-07-09,1999-12-29,964,177,773,1970-02-01,Bank Transfer,Paid,,5
625,9788,1987-01-07,1995-01-02,4128,181,5981,,Debit Card,,,-3
626,12766,1974-06-08,1970-08-15,3054,73,1516,,bank transfer,paid,0.0,0
627,14370,1982-09-27,1992-03-15,3403,104,199,,Bank Transfer,Paid,,0
628,8051,2012-09-28,1975-11-16,2986,106,2722,,Debit Card,Pending,0.0,0
629,13061,1997-06-20,2005-01-06,3010,153,2163,1997-02-07,,,,0
630,14504,2013-02-23,2011-04-28,3689,171,824,,Debit Card,paid,0.0,30
631,7242,1989-03-08,1970-03-18,3298,179,477,,ACH,,1.0,0
632,5341,2001-08-04,1985-05-18,4514,152,3817,,,paid,0.0,30
633,13783,2000-10-22,2024-05-18,4109,122,1058,,bank transfer,Pending,,0
634,14946,2007-10-11,1981-10-29,1333,188,5227,2003-09-05,,Pending,1.0,0
635,13859,2010-04-17,2000-02-19,4037,127,5295,,bank transfer,,1.0,30
636,7713,2005-09-17,2011-02-05,2799,27,3854,,Debit Card,paid,,30
637,7809,2016-10-08,2017-07-01,3787,33,3728,1988-06-06,Debit Card,Pending,1.0,10
638,13731,2003-08-19,2005-01-10,1204,189,5964,,Bank Transfer,,1.0,5
639,4365,1988-08-02,2013-11-21,2247,175,4005,,bank transfer,Paid,,0
640,5497,1992-12-30,2001-08-27,3922,174,2026,1984-12-04,Bank Transfer,Pending,0.0,10
641,940,1970-11-04,2022-08-21,3324,179,3837,,Bank Transfer,,1.0,10
642,2234,2025-06-17,2001-10-11,2701,157,986,,ACH,paid,,10
643,8775,1996-07-09,2008-03-01,1547,88,2490,,ACH,paid,0.0,30
644,4433,1990-05-20,2008-10-16,4587,118,3028,1997-10-14,bank transfer,paid,,30
645,11396,1995-04-12,1988-12-10,1898,112,5680,,Bank Transfer,Paid,1.0,30
646,11055,1993-06-05,1991-06-26,4646,181,5602,2016-07-07,bank transfer,Pending,,5
647,6150,1983-09-10,2015-05-20,4587,70,871,,ACH,Pending,,0
648,11291,1994-02-05,1993-11-16,2979,150,2915,,ACH,Paid,0.0,30
